ticket_id,account_id,created_date,pred_category,pred_severity,sentiment,theme
TK104091,ACC101341,2026-06-15,Data Accuracy,Medium,-0.0762,"morning, recon job, flagged"
TK109910,ACC103266,2026-06-21,Access/Permissions,Medium,0.1002,"moderate impact, moderate, like fixed"
TK102888,ACC100949,2026-06-19,Settlement,High,-0.6688,"moderate impact, moderate, like fixed"
TK113273,ACC104375,2026-07-08,API/Integration,High,0.34,"overnight batch, batch, overnight"
TK101523,ACC100494,2026-05-13,Settlement,Critical,-0.296,"window yesterday, cutoff, window"
TK112573,ACC104131,2026-06-12,Reporting,High,0.5574,"exported, exported report, figures"
TK112390,ACC104071,2026-05-15,Reporting,Medium,0.5859,"moderate impact, moderate, like fixed"
TK112426,ACC104079,2026-05-30,API/Integration,Medium,0.0772,"schedule, report times, generation"
TK101406,ACC100455,2026-04-18,Reconciliation,High,0.5574,"morning, recon job, flagged"
TK110092,ACC103320,2026-05-17,Reporting,High,0.5719,"schedule, report times, generation"
TK104767,ACC101562,2026-06-26,API/Integration,Medium,0.0258,"moderate impact, moderate, like fixed"
TK113862,ACC104568,2026-05-29,Data Accuracy,Critical,0.2263,"morning, recon job, flagged"
TK105234,ACC101711,2026-05-14,Billing,High,0.0,"morning, recon job, flagged"
TK106350,ACC102061,2026-07-13,Reporting,Medium,-0.2254,"missing, missing columns, columns"
TK101811,ACC100585,2026-06-14,Reporting,High,0.7227,"schedule, report times, generation"
TK108981,ACC102962,2026-06-30,API/Integration,Critical,0.2846,"overnight batch, batch, overnight"
TK108919,ACC102943,2026-04-28,API/Integration,High,0.296,"overnight batch, batch, overnight"
TK111129,ACC103668,2026-05-18,Performance,High,0.5499,"schedule, report times, generation"
TK112730,ACC104184,2026-06-13,Reporting,Medium,0.3612,"exported, exported report, figures"
TK111202,ACC103690,2026-06-29,Reporting,Low,-0.5106,"missing, missing columns, columns"
TK108079,ACC102677,2026-05-19,Billing,Low,-0.4404,"schedule, report times, generation"
TK110728,ACC103531,2026-05-06,Billing,Critical,-0.3182,"morning, recon job, flagged"
TK113816,ACC104551,2026-06-06,Access/Permissions,Critical,-0.3182,"morning, recon job, flagged"
TK104520,ACC101484,2026-06-16,UI/Usability,Low,0.4588,"seconds load, takes 30, load market"
TK101486,ACC100480,2026-04-29,Reporting,High,0.5574,"schedule, report times, generation"
TK105156,ACC101684,2026-05-22,API/Integration,High,0.5574,"schedule, report times, generation"
TK114308,ACC104714,2026-06-18,Reporting,Medium,0.3927,"exported, exported report, figures"
TK100774,ACC100244,2026-05-07,Billing,Critical,-0.4767,"schedule, report times, generation"
TK101631,ACC100526,2026-04-22,Data Accuracy,Medium,-0.1531,"corporate action, corporate, wrong corporate"
TK105440,ACC101770,2026-06-06,Performance,High,0.5574,"schedule, report times, generation"
TK113893,ACC104577,2026-06-20,Data Accuracy,High,0.4497,"morning, recon job, flagged"
TK100469,ACC100148,2026-05-21,Settlement,Low,0.6315,"window yesterday, cutoff, window"
TK107111,ACC102315,2026-06-14,Reporting,Low,-0.2254,"missing, missing columns, columns"
TK110411,ACC103430,2026-06-06,Performance,Critical,-0.7096,"schedule, report times, generation"
TK112101,ACC103980,2026-07-10,API/Integration,High,0.25,"overnight batch, batch, overnight"
TK112895,ACC104243,2026-04-21,API/Integration,Medium,0.4118,"overnight batch, batch, overnight"
TK104903,ACC101608,2026-06-26,API/Integration,High,-0.6124,"webhook events, keys, rotated"
TK108459,ACC102796,2026-04-30,Reconciliation,High,0.0,"don match, match, don"
TK113411,ACC104420,2026-05-27,API/Integration,Critical,-0.0516,"overnight batch, batch, overnight"
TK100598,ACC100188,2026-05-12,Billing,Low,0.899,"morning, recon job, flagged"
TK110618,ACC103497,2026-06-12,API/Integration,Low,0.2741,"webhook events, keys, rotated"
TK108284,ACC102740,2026-06-05,Reconciliation,Low,-0.0762,"don match, match, don"
TK113431,ACC104428,2026-04-28,Reconciliation,High,0.25,"morning, recon job, flagged"
TK101905,ACC100613,2026-05-09,Reporting,Medium,0.3612,"exported, exported report, figures"
TK113650,ACC104497,2026-05-07,UI/Usability,Low,0.1548,"schedule, report times, generation"
TK108803,ACC102910,2026-06-08,Reporting,Medium,0.3612,"exported, exported report, figures"
TK107315,ACC102394,2026-06-05,Reconciliation,Critical,0.4767,"morning, recon job, flagged"
TK108153,ACC102704,2026-07-04,Settlement,Low,-0.6103,"moderate impact, moderate, like fixed"
TK110029,ACC103299,2026-06-25,Reporting,Low,0.6705,"missing, missing columns, columns"
TK107591,ACC102499,2026-06-02,API/Integration,Low,-0.5574,"schedule, report times, generation"
TK113020,ACC104289,2026-06-11,Settlement,Low,-0.2254,"window yesterday, cutoff, window"
TK109079,ACC102996,2026-06-30,Settlement,High,-0.4184,"moderate impact, moderate, like fixed"
TK104556,ACC101496,2026-07-13,Billing,Medium,0.1779,"moderate impact, moderate, like fixed"
TK113636,ACC104492,2026-05-29,Settlement,High,-0.5859,"corporate action, corporate, wrong corporate"
TK110336,ACC103406,2026-05-17,Reconciliation,Critical,0.1779,"don match, match, don"
TK105049,ACC101653,2026-06-22,Settlement,High,-0.4588,"failed, settle, pending"
TK111007,ACC103625,2026-07-01,Billing,Medium,0.0,"morning, recon job, flagged"
TK110857,ACC103574,2026-04-18,Access/Permissions,Medium,-0.2723,"morning, recon job, flagged"
TK108201,ACC102714,2026-06-21,Reconciliation,High,0.4497,"morning, recon job, flagged"
TK107633,ACC102517,2026-07-14,Onboarding,High,0.5574,"schedule, report times, generation"
TK108631,ACC102847,2026-07-04,Billing,Medium,0.4497,"morning, recon job, flagged"
TK109002,ACC102968,2026-06-10,Settlement,Medium,0.4774,"failed, settle, pending"
TK102837,ACC100929,2026-06-01,Settlement,Critical,-0.4588,"window yesterday, cutoff, window"
TK106501,ACC102115,2026-05-16,Settlement,Critical,-0.555,"moderate impact, moderate, like fixed"
TK107752,ACC102552,2026-04-17,Onboarding,Medium,0.3612,"moderate impact, moderate, like fixed"
TK103218,ACC101053,2026-05-31,Reconciliation,Critical,0.6597,"don match, match, don"
TK103573,ACC101169,2026-06-30,Settlement,High,-0.5859,"failed, settle, pending"
TK103132,ACC101026,2026-06-03,Settlement,Medium,-0.2254,"window yesterday, cutoff, window"
TK106463,ACC102101,2026-05-16,Settlement,Low,-0.7707,"moderate impact, moderate, like fixed"
TK103520,ACC101153,2026-05-12,API/Integration,Low,-0.2732,"overnight batch, batch, overnight"
TK114899,ACC104916,2026-07-02,Settlement,Medium,0.0772,"window yesterday, cutoff, window"
TK102588,ACC100837,2026-07-01,Onboarding,High,0.6486,"schedule, report times, generation"
TK109025,ACC102974,2026-07-14,Reconciliation,Critical,0.1027,"morning, recon job, flagged"
TK104983,ACC101631,2026-05-27,Reporting,Medium,0.3927,"missing, missing columns, columns"
TK103353,ACC101096,2026-05-27,Settlement,High,0.0536,"moderate impact, moderate, like fixed"
TK104308,ACC101418,2026-04-29,Onboarding,Medium,-0.128,"don match, match, don"
TK101758,ACC100564,2026-07-02,Reconciliation,Critical,-0.3818,"morning, recon job, flagged"
TK111739,ACC103862,2026-07-14,Performance,High,0.5574,"schedule, report times, generation"
TK110480,ACC103456,2026-05-26,Settlement,Medium,0.001,"failed, settle, pending"
TK100852,ACC100265,2026-07-12,Reporting,Critical,0.0516,"missing, missing columns, columns"
TK101494,ACC100483,2026-05-19,Reporting,Low,-0.2732,"schedule, report times, generation"
TK108539,ACC102819,2026-05-23,Data Accuracy,High,-0.3612,"corporate action, corporate, wrong corporate"
TK108317,ACC102750,2026-06-13,Reconciliation,High,0.4215,"morning, recon job, flagged"
TK102464,ACC100799,2026-06-18,Reconciliation,Medium,-0.1144,"morning, recon job, flagged"
TK111495,ACC103779,2026-07-12,API/Integration,High,-0.3182,"webhook events, keys, rotated"
TK106209,ACC102016,2026-07-01,Settlement,High,0.0258,"window yesterday, cutoff, window"
TK109564,ACC103151,2026-06-21,Onboarding,Low,0.4588,"schedule, report times, generation"
TK109711,ACC103199,2026-06-08,API/Integration,Medium,-0.3498,"webhook events, keys, rotated"
TK111609,ACC103818,2026-06-13,API/Integration,Critical,-0.25,"schedule, report times, generation"
TK115135,ACC104994,2026-05-17,API/Integration,High,-0.0258,"schedule, report times, generation"
TK107503,ACC102470,2026-07-06,Onboarding,Critical,-0.1027,"schedule, report times, generation"
TK106991,ACC102275,2026-05-13,API/Integration,Medium,0.128,"webhook events, keys, rotated"
TK112266,ACC104035,2026-06-24,API/Integration,High,-0.5106,"webhook events, keys, rotated"
TK108282,ACC102740,2026-05-31,Data Accuracy,High,0.7184,"don match, match, don"
TK100500,ACC100157,2026-07-08,UI/Usability,Low,-0.6124,"schedule, report times, generation"
TK110490,ACC103461,2026-05-17,API/Integration,High,0.34,"moderate impact, moderate, like fixed"
TK108726,ACC102880,2026-04-18,Reporting,Medium,0.0,"schedule, report times, generation"
TK110557,ACC103483,2026-07-15,Performance,Critical,0.4588,"seconds load, takes 30, load market"
TK101046,ACC100330,2026-06-21,Reconciliation,Critical,-0.1779,"morning, recon job, flagged"
TK108695,ACC102871,2026-07-08,Reconciliation,Medium,0.0,"morning, recon job, flagged"
TK102633,ACC100852,2026-06-14,Billing,Low,0.696,"morning, recon job, flagged"
TK113674,ACC104505,2026-05-04,Reporting,Low,0.696,"schedule, report times, generation"
TK106161,ACC101998,2026-05-31,Settlement,High,0.5859,"window yesterday, cutoff, window"
TK108170,ACC102709,2026-06-12,Settlement,High,0.5859,"window yesterday, cutoff, window"
TK111406,ACC103748,2026-04-22,API/Integration,Medium,0.6428,"overnight batch, batch, overnight"
TK110575,ACC103486,2026-05-31,Settlement,Critical,-0.5994,"failed, settle, pending"
TK107497,ACC102467,2026-06-17,API/Integration,Critical,-0.6124,"webhook events, keys, rotated"
TK114819,ACC104890,2026-04-24,Reconciliation,Critical,0.3818,"morning, recon job, flagged"
TK105868,ACC101896,2026-06-11,Reporting,Medium,0.3612,"exported, exported report, figures"
TK100777,ACC100244,2026-05-27,Reporting,Medium,0.3291,"missing, missing columns, columns"
TK104665,ACC101530,2026-06-07,Reconciliation,Critical,-0.3182,"morning, recon job, flagged"
TK104600,ACC101507,2026-07-03,Performance,Low,-0.0762,"schedule, report times, generation"
TK104862,ACC101593,2026-04-29,Settlement,High,-0.0516,"window yesterday, cutoff, window"
TK104019,ACC101317,2026-06-06,Access/Permissions,Critical,-0.4423,"morning, recon job, flagged"
TK101194,ACC100385,2026-07-04,Data Accuracy,Critical,-0.34,"corporate action, corporate, wrong corporate"
TK114581,ACC104811,2026-05-09,API/Integration,Low,-0.6705,"webhook events, keys, rotated"
TK100051,ACC100018,2026-05-11,Onboarding,Low,0.1779,"schedule, report times, generation"
TK114583,ACC104811,2026-05-12,API/Integration,Medium,0.34,"webhook events, keys, rotated"
TK102304,ACC100747,2026-06-16,Reporting,Medium,0.0772,"missing, missing columns, columns"
TK113715,ACC104517,2026-06-25,Data Accuracy,Critical,-0.5994,"corporate action, corporate, wrong corporate"
TK105364,ACC101748,2026-06-18,Billing,Low,0.5842,"schedule, report times, generation"
TK113011,ACC104285,2026-04-25,UI/Usability,Low,0.128,"morning, recon job, flagged"
TK101113,ACC100353,2026-05-25,Access/Permissions,High,-0.2755,"morning, recon job, flagged"
TK102982,ACC100976,2026-07-08,Access/Permissions,Critical,-0.2263,"morning, recon job, flagged"
TK100656,ACC100209,2026-05-31,Onboarding,Medium,-0.1154,"schedule, report times, generation"
TK103254,ACC101066,2026-06-06,UI/Usability,Low,-0.5413,"schedule, report times, generation"
TK105504,ACC101787,2026-05-20,Data Accuracy,Medium,0.7351,"moderate impact, moderate, like fixed"
TK101187,ACC100383,2026-04-29,API/Integration,Medium,0.431,"schedule, report times, generation"
TK115058,ACC104970,2026-05-23,Settlement,Critical,0.1779,"window yesterday, cutoff, window"
TK111327,ACC103730,2026-05-01,Performance,High,-0.1779,"seconds load, takes 30, load market"
TK106529,ACC102122,2026-04-20,Data Accuracy,High,-0.4767,"corporate action, corporate, wrong corporate"
TK100565,ACC100178,2026-06-20,Reporting,Medium,0.0772,"missing, missing columns, columns"
TK104118,ACC101356,2026-06-22,Performance,High,-0.7096,"schedule, report times, generation"
TK109222,ACC103035,2026-07-02,Reporting,High,0.3612,"moderate impact, moderate, like fixed"
TK100840,ACC100262,2026-07-03,Onboarding,High,-0.3818,"schedule, report times, generation"
TK103888,ACC101273,2026-05-15,Access/Permissions,Critical,-0.3818,"morning, recon job, flagged"
TK101642,ACC100530,2026-06-01,Access/Permissions,Medium,0.6486,"morning, recon job, flagged"
TK108603,ACC102838,2026-06-03,Data Accuracy,Critical,0.2263,"don match, match, don"
TK104779,ACC101566,2026-06-03,Settlement,Critical,-0.5859,"failed, settle, pending"
TK108573,ACC102827,2026-05-30,Reporting,Medium,-0.0762,"schedule, report times, generation"
TK102666,ACC100866,2026-06-16,Reconciliation,High,0.5574,"don match, match, don"
TK101972,ACC100637,2026-05-29,Settlement,High,0.1321,"moderate impact, moderate, like fixed"
TK106705,ACC102180,2026-05-22,Performance,Critical,-0.4404,"schedule, report times, generation"
TK108330,ACC102754,2026-05-27,Reporting,Critical,-0.5423,"missing, missing columns, columns"
TK101149,ACC100366,2026-06-11,Performance,High,0.3182,"schedule, report times, generation"
TK104092,ACC101342,2026-04-21,UI/Usability,Medium,0.34,"schedule, report times, generation"
TK110438,ACC103441,2026-06-14,Reconciliation,High,0.4588,"don match, match, don"
TK108630,ACC102846,2026-06-21,Data Accuracy,Medium,0.3612,"don match, match, don"
TK100765,ACC100242,2026-05-03,Data Accuracy,High,-0.1779,"morning, recon job, flagged"
TK104676,ACC101534,2026-04-20,Settlement,Critical,-0.4738,"moderate impact, moderate, like fixed"
TK112590,ACC104136,2026-05-08,Onboarding,High,0.0258,"schedule, report times, generation"
TK111135,ACC103670,2026-05-14,Settlement,High,-0.4588,"failed, settle, pending"
TK103872,ACC101269,2026-06-20,Reporting,High,0.0,"exported, exported report, figures"
TK114471,ACC104769,2026-06-15,Billing,High,0.4588,"morning, recon job, flagged"
TK108939,ACC102950,2026-05-20,Performance,Medium,0.0,"seconds load, takes 30, load market"
TK102620,ACC100848,2026-07-01,Access/Permissions,Critical,-0.5994,"morning, recon job, flagged"
TK112724,ACC104181,2026-06-14,Settlement,Low,0.0557,"moderate impact, moderate, like fixed"
TK103026,ACC100994,2026-05-21,Reconciliation,Critical,0.1027,"morning, recon job, flagged"
TK114233,ACC104689,2026-06-23,Onboarding,Low,0.6433,"don match, match, don"
TK104102,ACC101349,2026-06-29,Onboarding,High,0.4497,"schedule, report times, generation"
TK107698,ACC102535,2026-06-09,Access/Permissions,High,-0.4234,"morning, recon job, flagged"
TK111373,ACC103739,2026-05-22,Access/Permissions,High,-0.4234,"morning, recon job, flagged"
TK108949,ACC102953,2026-05-01,Reconciliation,Critical,0.0,"don match, match, don"
TK108916,ACC102942,2026-05-25,Reconciliation,High,-0.2732,"morning, recon job, flagged"
TK107599,ACC102502,2026-05-05,Settlement,Medium,0.128,"window yesterday, cutoff, window"
TK108524,ACC102814,2026-05-18,Performance,High,-0.7096,"schedule, report times, generation"
TK102685,ACC100870,2026-05-17,Reconciliation,High,0.25,"morning, recon job, flagged"
TK109485,ACC103128,2026-06-11,Reporting,High,-0.1779,"schedule, report times, generation"
TK109854,ACC103247,2026-05-07,Settlement,Medium,-0.4102,"moderate impact, moderate, like fixed"
TK108395,ACC102775,2026-06-25,Access/Permissions,Low,-0.2732,"morning, recon job, flagged"
TK100911,ACC100284,2026-05-03,Access/Permissions,High,0.0,"morning, recon job, flagged"
TK110834,ACC103567,2026-06-13,Reconciliation,High,0.0,"don match, match, don"
TK108248,ACC102729,2026-05-24,API/Integration,High,0.5267,"overnight batch, batch, overnight"
TK112869,ACC104234,2026-05-20,Billing,High,0.0,"morning, recon job, flagged"
TK107220,ACC102356,2026-04-27,API/Integration,Critical,-0.0772,"overnight batch, batch, overnight"
TK101345,ACC100432,2026-05-06,Access/Permissions,Critical,0.3182,"morning, recon job, flagged"
TK101444,ACC100467,2026-06-23,Data Accuracy,Medium,0.3612,"moderate impact, moderate, like fixed"
TK105770,ACC101865,2026-05-28,UI/Usability,Low,-0.0762,"morning, recon job, flagged"
TK103499,ACC101144,2026-06-27,Settlement,High,-0.2023,"corporate action, corporate, wrong corporate"
TK106930,ACC102256,2026-04-19,API/Integration,Low,-0.5719,"overnight batch, batch, overnight"
TK113181,ACC104345,2026-06-18,Onboarding,Low,-0.4588,"schedule, report times, generation"
TK114515,ACC104790,2026-05-12,Settlement,High,0.0258,"window yesterday, cutoff, window"
TK102422,ACC100780,2026-06-14,Performance,Critical,-0.6124,"schedule, report times, generation"
TK105678,ACC101840,2026-07-07,Reconciliation,High,0.1779,"morning, recon job, flagged"
TK102732,ACC100889,2026-05-24,Settlement,Critical,-0.7772,"moderate impact, moderate, like fixed"
TK100080,ACC100024,2026-05-31,Billing,Medium,0.1779,"moderate impact, moderate, like fixed"
TK104217,ACC101389,2026-06-03,Settlement,Low,-0.449,"failed, settle, pending"
TK113534,ACC104459,2026-07-12,Reporting,Medium,0.7351,"exported, exported report, figures"
TK110577,ACC103487,2026-05-08,UI/Usability,Low,-0.5413,"schedule, report times, generation"
TK109440,ACC103115,2026-06-20,Onboarding,Medium,0.1531,"moderate impact, moderate, like fixed"
TK104982,ACC101631,2026-04-21,Reconciliation,Low,0.4588,"morning, recon job, flagged"
TK111924,ACC103920,2026-07-14,Billing,Low,0.1531,"morning, recon job, flagged"
TK106023,ACC101948,2026-05-29,Performance,Medium,0.0,"seconds load, takes 30, load market"
TK114578,ACC104809,2026-06-17,Reporting,Medium,-0.0762,"schedule, report times, generation"
TK101572,ACC100508,2026-05-09,Reconciliation,Medium,0.696,"don match, match, don"
TK113137,ACC104329,2026-06-07,Reconciliation,High,0.6124,"don match, match, don"
TK100879,ACC100276,2026-07-06,Reconciliation,Critical,-0.2732,"morning, recon job, flagged"
TK101578,ACC100511,2026-07-13,Reporting,High,0.1531,"exported, exported report, figures"
TK107231,ACC102362,2026-05-11,Settlement,Medium,-0.1531,"window yesterday, cutoff, window"
TK101509,ACC100489,2026-04-19,Access/Permissions,High,-0.4234,"morning, recon job, flagged"
TK101896,ACC100610,2026-05-18,Reporting,Medium,0.128,"missing, missing columns, columns"
TK109464,ACC103122,2026-07-10,Settlement,Low,-0.4019,"failed, settle, pending"
TK108645,ACC102852,2026-05-30,Performance,Critical,0.1779,"schedule, report times, generation"
TK104112,ACC101352,2026-04-17,UI/Usability,Medium,0.3612,"moderate impact, moderate, like fixed"
TK111783,ACC103876,2026-04-28,Data Accuracy,Critical,0.0,"morning, recon job, flagged"
TK101845,ACC100597,2026-05-03,Reporting,High,0.3182,"exported, exported report, figures"
TK112532,ACC104118,2026-05-11,Settlement,High,-0.4912,"moderate impact, moderate, like fixed"
TK108064,ACC102671,2026-06-09,Access/Permissions,Medium,0.2153,"morning, recon job, flagged"
TK112423,ACC104078,2026-05-20,Reconciliation,High,0.0,"don match, match, don"
TK114877,ACC104908,2026-06-26,Access/Permissions,High,-0.5106,"morning, recon job, flagged"
TK107676,ACC102530,2026-06-20,Settlement,Medium,-0.296,"window yesterday, cutoff, window"
TK107550,ACC102487,2026-07-12,Reporting,Medium,0.6124,"missing, missing columns, columns"
TK109820,ACC103234,2026-06-09,Reporting,Medium,0.5499,"schedule, report times, generation"
TK114045,ACC104622,2026-04-18,Billing,High,0.0258,"morning, recon job, flagged"
TK113276,ACC104375,2026-05-23,Reconciliation,Critical,0.3182,"don match, match, don"
TK114571,ACC104808,2026-06-22,Settlement,High,-0.4588,"failed, settle, pending"
TK114265,ACC104699,2026-06-10,Performance,Critical,-0.5423,"schedule, report times, generation"
TK112035,ACC103960,2026-07-07,API/Integration,Critical,-0.5719,"schedule, report times, generation"
TK105945,ACC101923,2026-06-24,Billing,Critical,0.5267,"morning, recon job, flagged"
TK103614,ACC101182,2026-04-18,Reporting,High,0.3182,"schedule, report times, generation"
TK102108,ACC100683,2026-04-21,Reconciliation,High,0.5719,"morning, recon job, flagged"
TK110066,ACC103313,2026-06-14,UI/Usability,Low,-0.177,"schedule, report times, generation"
TK104772,ACC101564,2026-04-26,Performance,High,0.7184,"schedule, report times, generation"
TK115104,ACC104983,2026-05-18,UI/Usability,Low,-0.2732,"morning, recon job, flagged"
TK113915,ACC104583,2026-05-09,Settlement,High,-0.7269,"failed, settle, pending"
TK112196,ACC104010,2026-07-08,Onboarding,High,-0.1154,"schedule, report times, generation"
TK115045,ACC104965,2026-05-30,Performance,Medium,-0.7096,"schedule, report times, generation"
TK105422,ACC101764,2026-07-07,Reconciliation,High,0.5106,"morning, recon job, flagged"
TK104715,ACC101548,2026-06-18,Access/Permissions,High,0.049,"morning, recon job, flagged"
TK113354,ACC104405,2026-06-11,UI/Usability,Medium,0.3818,"schedule, report times, generation"
TK108525,ACC102815,2026-06-04,Reconciliation,Low,-0.296,"morning, recon job, flagged"
TK114594,ACC104814,2026-04-20,Performance,Low,-0.2732,"schedule, report times, generation"
TK113445,ACC104432,2026-06-30,Reconciliation,High,0.7096,"morning, recon job, flagged"
TK104325,ACC101422,2026-06-23,API/Integration,High,-0.34,"schedule, report times, generation"
TK103219,ACC101053,2026-07-05,Performance,Medium,0.2023,"schedule, report times, generation"
TK107733,ACC102547,2026-06-16,Data Accuracy,Medium,0.696,"morning, recon job, flagged"
TK107320,ACC102397,2026-05-14,Settlement,High,-0.4215,"failed, settle, pending"
TK112754,ACC104192,2026-05-02,Settlement,High,-0.6486,"failed, settle, pending"
TK101193,ACC100385,2026-06-14,Reporting,Critical,-0.3182,"don match, match, don"
TK100045,ACC100015,2026-05-06,Reconciliation,Medium,0.6812,"morning, recon job, flagged"
TK105226,ACC101708,2026-05-19,Onboarding,Medium,-0.1154,"schedule, report times, generation"
TK100976,ACC100310,2026-04-24,Settlement,High,0.3612,"window yesterday, cutoff, window"
TK108807,ACC102913,2026-07-05,Reporting,High,0.5574,"exported, exported report, figures"
TK102963,ACC100971,2026-04-24,API/Integration,Medium,0.431,"schedule, report times, generation"
TK101584,ACC100513,2026-06-09,Access/Permissions,Critical,0.4588,"morning, recon job, flagged"
TK105712,ACC101851,2026-06-23,Reporting,Critical,0.34,"don match, match, don"
TK104515,ACC101482,2026-04-26,Reporting,High,0.0258,"missing, missing columns, columns"
TK112937,ACC104261,2026-05-31,UI/Usability,Low,-0.0762,"morning, recon job, flagged"
TK109811,ACC103232,2026-04-20,Access/Permissions,Critical,0.1779,"morning, recon job, flagged"
TK101975,ACC100638,2026-06-25,API/Integration,Low,-0.5574,"schedule, report times, generation"
TK103912,ACC101282,2026-05-30,Reconciliation,Critical,0.4019,"morning, recon job, flagged"
TK109921,ACC103268,2026-07-03,Data Accuracy,Critical,0.1779,"morning, recon job, flagged"
TK112986,ACC104277,2026-04-23,Reconciliation,Medium,-0.0762,"morning, recon job, flagged"
TK104411,ACC101449,2026-07-11,API/Integration,Low,-0.6705,"webhook events, keys, rotated"
TK113001,ACC104283,2026-04-25,Data Accuracy,Medium,0.5725,"corporate action, corporate, wrong corporate"
TK113951,ACC104594,2026-06-15,API/Integration,Critical,-0.4939,"schedule, report times, generation"
TK113793,ACC104544,2026-04-28,Data Accuracy,High,-0.2023,"corporate action, corporate, wrong corporate"
TK110907,ACC103593,2026-06-05,API/Integration,Medium,-0.3498,"webhook events, keys, rotated"
TK111802,ACC103882,2026-06-17,Billing,Critical,-0.2023,"morning, recon job, flagged"
TK104682,ACC101536,2026-07-01,Performance,High,-0.3818,"overnight batch, batch, overnight"
TK102840,ACC100929,2026-04-30,Settlement,High,-0.5399,"moderate impact, moderate, like fixed"
TK105361,ACC101748,2026-05-22,Performance,High,0.6124,"schedule, report times, generation"
TK113575,ACC104473,2026-04-23,Reconciliation,Critical,-0.2732,"morning, recon job, flagged"
TK106912,ACC102249,2026-06-08,Reporting,Medium,-0.1531,"missing, missing columns, columns"
TK111228,ACC103698,2026-05-06,Billing,Low,0.1901,"morning, recon job, flagged"
TK106165,ACC102000,2026-07-04,Settlement,Critical,0.0516,"window yesterday, cutoff, window"
TK106942,ACC102260,2026-06-08,Settlement,High,-0.296,"window yesterday, cutoff, window"
TK107816,ACC102576,2026-05-31,Settlement,Critical,-0.3182,"schedule, report times, generation"
TK109728,ACC103205,2026-06-30,API/Integration,Low,0.1531,"schedule, report times, generation"
TK112796,ACC104209,2026-05-12,Onboarding,Medium,-0.128,"don match, match, don"
TK106750,ACC102196,2026-06-30,UI/Usability,Low,-0.2732,"morning, recon job, flagged"
TK108066,ACC102671,2026-06-07,API/Integration,Medium,0.6542,"schedule, report times, generation"
TK106253,ACC102031,2026-06-23,Onboarding,High,0.3182,"schedule, report times, generation"
TK100037,ACC100013,2026-05-22,Access/Permissions,Critical,-0.2263,"morning, recon job, flagged"
TK100576,ACC100181,2026-04-29,Reconciliation,Medium,0.3612,"moderate impact, moderate, like fixed"
TK112102,ACC103981,2026-05-11,Access/Permissions,Critical,-0.1306,"morning, recon job, flagged"
TK103988,ACC101308,2026-07-13,Access/Permissions,Low,0.0258,"morning, recon job, flagged"
TK112610,ACC104143,2026-05-15,Billing,Medium,0.3612,"moderate impact, moderate, like fixed"
TK100713,ACC100229,2026-06-27,Reconciliation,Critical,0.25,"don match, match, don"
TK114560,ACC104804,2026-04-26,Billing,Medium,0.7351,"moderate impact, moderate, like fixed"
TK108126,ACC102696,2026-05-18,Reporting,High,0.0,"exported, exported report, figures"
TK114121,ACC104647,2026-06-16,Reconciliation,Critical,0.0,"don match, match, don"
TK102335,ACC100756,2026-05-22,Performance,High,0.0,"seconds load, takes 30, load market"
TK109055,ACC102986,2026-04-23,Reporting,Medium,0.0772,"missing, missing columns, columns"
TK104420,ACC101453,2026-05-16,Reconciliation,High,0.3182,"morning, recon job, flagged"
TK114748,ACC104868,2026-07-06,Onboarding,Medium,0.4767,"schedule, report times, generation"
TK110151,ACC103337,2026-05-05,Settlement,Medium,-0.3919,"failed, settle, pending"
TK100881,ACC100276,2026-05-15,Reporting,Low,0.0258,"schedule, report times, generation"
TK100567,ACC100179,2026-05-22,Reporting,Low,-0.5106,"missing, missing columns, columns"
TK107472,ACC102462,2026-04-25,Onboarding,Critical,-0.4019,"schedule, report times, generation"
TK107920,ACC102616,2026-06-26,API/Integration,Critical,-0.4215,"webhook events, keys, rotated"
TK102245,ACC100730,2026-05-29,Data Accuracy,Critical,-0.0516,"corporate action, corporate, wrong corporate"
TK112878,ACC104236,2026-05-02,Settlement,Medium,-0.1531,"window yesterday, cutoff, window"
TK104165,ACC101370,2026-05-09,Access/Permissions,High,0.1027,"morning, recon job, flagged"
TK108879,ACC102930,2026-05-20,Settlement,Critical,-0.5719,"failed, settle, pending"
TK109058,ACC102987,2026-04-24,Settlement,High,-0.4588,"failed, settle, pending"
TK111720,ACC103855,2026-06-14,Reporting,High,0.0,"schedule, report times, generation"
TK108749,ACC102893,2026-05-11,Data Accuracy,Medium,0.7351,"don match, match, don"
TK100239,ACC100073,2026-04-28,Settlement,Medium,-0.1739,"moderate impact, moderate, like fixed"
TK108877,ACC102930,2026-05-05,Settlement,Medium,0.2626,"window yesterday, cutoff, window"
TK108963,ACC102958,2026-04-30,Reconciliation,Low,-0.3612,"morning, recon job, flagged"
TK106798,ACC102212,2026-06-20,Access/Permissions,Low,0.3927,"morning, recon job, flagged"
TK101597,ACC100516,2026-05-19,Performance,Critical,0.128,"schedule, report times, generation"
TK109772,ACC103222,2026-07-02,Reconciliation,Critical,0.1531,"morning, recon job, flagged"
TK106186,ACC102007,2026-04-29,Reporting,High,0.5859,"missing, missing columns, columns"
TK101901,ACC100612,2026-06-30,Settlement,Medium,0.3818,"window yesterday, cutoff, window"
TK101180,ACC100378,2026-06-21,UI/Usability,Low,0.5499,"morning, recon job, flagged"
