ticket_id,account_id,created_date,raw_text,true_category,true_severity
TK110807,ACC103557,2026-04-30,"The daily P&L export is missing columns since the last release. Minor issue, low priority. Any update would help.",Reporting,Low
TK110808,ACC103557,2026-05-24,Pricing feed shows stale marks for several instruments. We cannot operate until this is resolved. Please advise urgently.,Data Accuracy,Critical
TK110809,ACC103558,2026-05-20,Data migration during onboarding dropped several historical trades. No rush on this one. Please advise urgently.,Onboarding,Low
TK110810,ACC103558,2026-06-23,"The REST API rate limit is blocking our overnight batch sync. Moderate impact, we'd like this fixed soon. This is impacting our team.",API/Integration,Medium
TK110811,ACC103558,2026-06-19,"Settlement instruction was rejected with no clear reason. Moderate impact, we'd like this fixed soon.",Settlement,Medium
TK110812,ACC103558,2026-07-10,"This month's invoice double-charged us for seats we removed. Moderate impact, we'd like this fixed soon. Happy to jump on a call.",Billing,Medium
TK110813,ACC103559,2026-06-04,"Dark mode makes several fields unreadable. Moderate impact, we'd like this fixed soon. Happy to jump on a call.",UI/Usability,Medium
TK110814,ACC103560,2026-04-25,"Recon job flagged 25 unmatched trades again this morning. Moderate impact, we'd like this fixed soon. This is impacting our team.",Reconciliation,Medium
TK110815,ACC103560,2026-06-22,Recon job flagged 35 unmatched trades again this morning. It's affecting multiple users right now. Any update would help.,Reconciliation,High
TK110816,ACC103560,2026-05-03,"The daily P&L export is missing columns since the last release. Moderate impact, we'd like this fixed soon.",Reporting,Medium
TK110817,ACC103560,2026-06-11,Several settlements missed the cutoff window yesterday. Production is down for us — critical impact.,Settlement,Critical
TK110818,ACC103561,2026-04-30,"Trade TRD19735 failed to settle and is stuck in pending status. Moderate impact, we'd like this fixed soon. Any update would help.",Settlement,Medium
TK110819,ACC103562,2026-05-13,"Onboarding docs don't match the current UI, we're stuck at SSO setup. Moderate impact, we'd like this fixed soon.",Onboarding,Medium
TK110820,ACC103562,2026-06-23,Can't schedule the regulatory report — it times out on generation. It's affecting multiple users right now.,Reporting,High
TK110821,ACC103562,2026-04-18,This month's invoice double-charged us for seats we removed. This is seriously impacting our desk today.,Billing,High
TK110822,ACC103563,2026-06-28,"Query performance has degraded badly this week. Moderate impact, we'd like this fixed soon. This is impacting our team.",Performance,Medium
TK110823,ACC103563,2026-06-21,Admin role can't grant entitlements after the latest update. Production is down for us — critical impact. Any update would help.,Access/Permissions,Critical
TK110824,ACC103563,2026-04-24,"Position quantities are wrong after the corporate action. Moderate impact, we'd like this fixed soon. Any update would help.",Data Accuracy,Medium
TK110825,ACC103563,2026-07-11,Reconciliation break between our ledger and your settlement report for 26/01. This is blocking all trading and needs an urgent fix.,Reconciliation,Critical
TK110826,ACC103563,2026-05-05,The dashboard takes over 30 seconds to load during market open. This is seriously impacting our desk today. Please advise urgently.,Performance,High
TK110827,ACC103564,2026-04-24,"A user can see accounts they shouldn't have permission to view. High priority, please escalate.",Access/Permissions,High
TK110828,ACC103564,2026-04-22,Latency spikes make the blotter unusable at peak hours. Not urgent but it keeps recurring. Second time reporting this.,Performance,Medium
TK110829,ACC103565,2026-04-30,Exported report totals don't tie out to the dashboard figures. Just a nice-to-have improvement. This is impacting our team.,Reporting,Low
TK110830,ACC103565,2026-05-08,Latency spikes make the blotter unusable at peak hours. Disrupting our workflow but we have a workaround. Please advise urgently.,Performance,Medium
TK110831,ACC103566,2026-05-27,"End-of-day balances don't match after recon — we're off by $59k. High priority, please escalate.",Reconciliation,High
TK110832,ACC103566,2026-05-02,Trade TRD37611 failed to settle and is stuck in pending status. Production is down for us — critical impact. Any update would help.,Settlement,Critical
TK110833,ACC103566,2026-05-18,"Exported report totals don't tie out to the dashboard figures. High priority, please escalate. This is impacting our team.",Reporting,High
TK110834,ACC103567,2026-06-13,End-of-day balances don't match after recon — we're off by $685k. It's affecting multiple users right now.,Reconciliation,High
TK110835,ACC103567,2026-05-27,"Can't schedule the regulatory report — it times out on generation. High priority, please escalate.",Reporting,High
TK110836,ACC103567,2026-06-12,Reconciliation break between our ledger and your settlement report for 12/11. Production is down for us — critical impact.,Reconciliation,Critical
TK110837,ACC103567,2026-06-01,Recon job flagged 5 unmatched trades again this morning. Not urgent but it keeps recurring. Happy to jump on a call.,Reconciliation,Medium
TK110838,ACC103567,2026-05-24,Reconciliation break between our ledger and your settlement report for 20/01. This is blocking all trading and needs an urgent fix.,Reconciliation,Critical
TK110839,ACC103567,2026-04-28,Query performance has degraded badly this week. Just a nice-to-have improvement. Please advise urgently.,Performance,Low
TK110840,ACC103568,2026-05-31,"Reconciliation break between our ledger and your settlement report for 22/06. Moderate impact, we'd like this fixed soon. This is impacting our team.",Reconciliation,Medium
TK110841,ACC103568,2026-07-14,Recon job flagged 16 unmatched trades again this morning. Disrupting our workflow but we have a workaround. Any update would help.,Reconciliation,Medium
TK110842,ACC103568,2026-04-25,Pricing feed shows stale marks for several instruments. This is seriously impacting our desk today. Please advise urgently.,Data Accuracy,High
TK110843,ACC103568,2026-05-14,Can't schedule the regulatory report — it times out on generation. This is blocking all trading and needs an urgent fix.,Reporting,Critical
TK110844,ACC103568,2026-06-07,The daily P&L export is missing columns since the last release. Disrupting our workflow but we have a workaround. Happy to jump on a call.,Reporting,Medium
TK110845,ACC103568,2026-05-29,Reconciliation break between our ledger and your settlement report for 01/10. Production is down for us — critical impact. Happy to jump on a call.,Reconciliation,Critical
TK110846,ACC103569,2026-06-21,Our API integration returns 500 errors on the positions endpoint. This is seriously impacting our desk today. Happy to jump on a call.,API/Integration,High
TK110847,ACC103569,2026-06-02,Several settlements missed the cutoff window yesterday. Production is down for us — critical impact.,Settlement,Critical
TK110848,ACC103569,2026-04-30,Data migration during onboarding dropped several historical trades. Just a nice-to-have improvement. Any update would help.,Onboarding,Low
TK110849,ACC103570,2026-05-05,Webhook events stopped firing after we rotated our API keys. Disrupting our workflow but we have a workaround. Any update would help.,API/Integration,Medium
TK110850,ACC103571,2026-05-06,"The REST API rate limit is blocking our overnight batch sync. High priority, please escalate. This is impacting our team.",API/Integration,High
TK110851,ACC103571,2026-07-05,"End-of-day balances don't match after recon — we're off by $298k. High priority, please escalate. Happy to jump on a call.",Reconciliation,High
TK110852,ACC103572,2026-07-05,Latency spikes make the blotter unusable at peak hours. It's affecting multiple users right now. This is impacting our team.,Performance,High
TK110853,ACC103572,2026-05-31,This month's invoice double-charged us for seats we removed. This is seriously impacting our desk today. This is impacting our team.,Billing,High
TK110854,ACC103572,2026-06-12,"Several settlements missed the cutoff window yesterday. Moderate impact, we'd like this fixed soon. This is impacting our team.",Settlement,Medium
TK110855,ACC103573,2026-05-17,The REST API rate limit is blocking our overnight batch sync. No rush on this one.,API/Integration,Low
TK110856,ACC103573,2026-06-29,MFA lockout is blocking half our desk this morning. It's affecting multiple users right now.,Access/Permissions,High
TK110857,ACC103574,2026-04-18,MFA lockout is blocking half our desk this morning. Not urgent but it keeps recurring. Second time reporting this.,Access/Permissions,Medium
TK110858,ACC103574,2026-05-22,Webhook events stopped firing after we rotated our API keys. Not urgent but it keeps recurring. Please advise urgently.,API/Integration,Medium
TK110859,ACC103575,2026-06-09,"Reconciliation break between our ledger and your settlement report for 14/05. Moderate impact, we'd like this fixed soon. Happy to jump on a call.",Reconciliation,Medium
TK110860,ACC103576,2026-04-27,"Recon job flagged 15 unmatched trades again this morning. High priority, please escalate. This is impacting our team.",Reconciliation,High
TK110861,ACC103576,2026-06-14,"Reconciliation break between our ledger and your settlement report for 22/11. High priority, please escalate. Please advise urgently.",Reconciliation,High
TK110862,ACC103576,2026-04-22,"MFA lockout is blocking half our desk this morning. High priority, please escalate. Happy to jump on a call.",Access/Permissions,High
TK110863,ACC103578,2026-06-15,"Onboarding docs don't match the current UI, we're stuck at SSO setup. No rush on this one.",Onboarding,Low
TK110864,ACC103579,2026-05-02,"Dark mode makes several fields unreadable. Minor issue, low priority. Please advise urgently.",UI/Usability,Low
TK110865,ACC103579,2026-05-10,"Can't schedule the regulatory report — it times out on generation. Moderate impact, we'd like this fixed soon.",Reporting,Medium
TK110866,ACC103579,2026-05-04,Several settlements missed the cutoff window yesterday. Production is down for us — critical impact. Please advise urgently.,Settlement,Critical
TK110867,ACC103579,2026-04-20,"Billing shows Enterprise tier but we're on Growth. High priority, please escalate. Happy to jump on a call.",Billing,High
TK110868,ACC103580,2026-04-21,The daily P&L export is missing columns since the last release. Not urgent but it keeps recurring.,Reporting,Medium
TK110869,ACC103581,2026-07-03,Settlement instruction was rejected with no clear reason. We cannot operate until this is resolved.,Settlement,Critical
TK110870,ACC103581,2026-05-04,"Filters reset every time we change tabs, it's frustrating. No rush on this one.",UI/Usability,Low
TK110871,ACC103582,2026-07-04,End-of-day balances don't match after recon — we're off by $746k. Disrupting our workflow but we have a workaround.,Reconciliation,Medium
TK110872,ACC103582,2026-06-26,Our API integration returns 500 errors on the positions endpoint. Production is down for us — critical impact. Second time reporting this.,API/Integration,Critical
TK110873,ACC103582,2026-05-29,"A user can see accounts they shouldn't have permission to view. High priority, please escalate. Happy to jump on a call.",Access/Permissions,High
TK110874,ACC103582,2026-05-28,Data migration during onboarding dropped several historical trades. Not urgent but it keeps recurring. Happy to jump on a call.,Onboarding,Medium
TK110875,ACC103582,2026-05-24,MFA lockout is blocking half our desk this morning. This is blocking all trading and needs an urgent fix. Second time reporting this.,Access/Permissions,Critical
TK110876,ACC103582,2026-05-14,Webhook events stopped firing after we rotated our API keys. Not urgent but it keeps recurring. Any update would help.,API/Integration,Medium
TK110877,ACC103583,2026-06-18,"The REST API rate limit is blocking our overnight batch sync. High priority, please escalate.",API/Integration,High
TK110878,ACC103583,2026-06-05,"The REST API rate limit is blocking our overnight batch sync. Minor issue, low priority.",API/Integration,Low
TK110879,ACC103583,2026-05-09,End-of-day balances don't match after recon — we're off by $4k. Not urgent but it keeps recurring. This is impacting our team.,Reconciliation,Medium
TK110880,ACC103583,2026-04-29,Data migration during onboarding dropped several historical trades. No rush on this one. Second time reporting this.,Onboarding,Low
TK110881,ACC103583,2026-07-09,Trade TRD83803 failed to settle and is stuck in pending status. We cannot operate until this is resolved.,Settlement,Critical
TK110882,ACC103583,2026-05-03,"Data migration during onboarding dropped several historical trades. Minor issue, low priority. Happy to jump on a call.",Onboarding,Low
TK110883,ACC103584,2026-07-01,The daily P&L export is missing columns since the last release. Just a nice-to-have improvement. Second time reporting this.,Reporting,Low
TK110884,ACC103584,2026-06-26,"MFA lockout is blocking half our desk this morning. Moderate impact, we'd like this fixed soon.",Access/Permissions,Medium
TK110885,ACC103584,2026-06-24,Data migration during onboarding dropped several historical trades. No rush on this one.,Onboarding,Low
TK110886,ACC103584,2026-05-27,"Recon job flagged 39 unmatched trades again this morning. High priority, please escalate. Any update would help.",Reconciliation,High
TK110887,ACC103584,2026-05-28,End-of-day balances don't match after recon — we're off by $223k. It's affecting multiple users right now. Any update would help.,Reconciliation,High
TK110888,ACC103584,2026-05-22,We were charged for overages we don't understand. Not urgent but it keeps recurring. Any update would help.,Billing,Medium
TK110889,ACC103585,2026-07-02,Admin role can't grant entitlements after the latest update. Disrupting our workflow but we have a workaround. Happy to jump on a call.,Access/Permissions,Medium
TK110890,ACC103585,2026-04-26,Our API integration returns 500 errors on the positions endpoint. Production is down for us — critical impact. Please advise urgently.,API/Integration,Critical
TK110891,ACC103586,2026-04-20,The daily P&L export is missing columns since the last release. Disrupting our workflow but we have a workaround.,Reporting,Medium
TK110892,ACC103586,2026-07-14,"FX rates in the app don't match our custodian's rates. Moderate impact, we'd like this fixed soon. Happy to jump on a call.",Data Accuracy,Medium
TK110893,ACC103587,2026-05-23,"The daily P&L export is missing columns since the last release. Minor issue, low priority. Second time reporting this.",Reporting,Low
TK110894,ACC103587,2026-05-08,Webhook events stopped firing after we rotated our API keys. We cannot operate until this is resolved.,API/Integration,Critical
TK110895,ACC103588,2026-05-12,A user can see accounts they shouldn't have permission to view. It's affecting multiple users right now. Happy to jump on a call.,Access/Permissions,High
TK110896,ACC103588,2026-07-09,Query performance has degraded badly this week. It's affecting multiple users right now.,Performance,High
TK110897,ACC103589,2026-06-24,The dashboard takes over 30 seconds to load during market open. Disrupting our workflow but we have a workaround. Please advise urgently.,Performance,Medium
TK110898,ACC103589,2026-05-05,"The REST API rate limit is blocking our overnight batch sync. High priority, please escalate. This is impacting our team.",API/Integration,High
TK110899,ACC103590,2026-05-29,"Filters reset every time we change tabs, it's frustrating. Just a nice-to-have improvement. Happy to jump on a call.",UI/Usability,Low
TK110900,ACC103590,2026-05-03,Admin role can't grant entitlements after the latest update. We cannot operate until this is resolved. This is impacting our team.,Access/Permissions,Critical
TK110901,ACC103591,2026-05-19,Reconciliation break between our ledger and your settlement report for 03/08. Disrupting our workflow but we have a workaround. Any update would help.,Reconciliation,Medium
TK110902,ACC103591,2026-05-20,Latency spikes make the blotter unusable at peak hours. We cannot operate until this is resolved. This is impacting our team.,Performance,Critical
TK110903,ACC103591,2026-05-20,"Admin role can't grant entitlements after the latest update. High priority, please escalate. This is impacting our team.",Access/Permissions,High
TK110904,ACC103591,2026-04-18,Webhook events stopped firing after we rotated our API keys. We cannot operate until this is resolved. This is impacting our team.,API/Integration,Critical
TK110905,ACC103592,2026-07-03,We were charged for overages we don't understand. Production is down for us — critical impact. This is impacting our team.,Billing,Critical
TK110906,ACC103593,2026-04-18,Position quantities are wrong after the corporate action. It's affecting multiple users right now. Please advise urgently.,Data Accuracy,High
TK110907,ACC103593,2026-06-05,Webhook events stopped firing after we rotated our API keys. Not urgent but it keeps recurring.,API/Integration,Medium
TK110908,ACC103594,2026-07-03,"Can't schedule the regulatory report — it times out on generation. High priority, please escalate. Second time reporting this.",Reporting,High
TK110909,ACC103594,2026-05-22,Recon job flagged 4 unmatched trades again this morning. This is seriously impacting our desk today. This is impacting our team.,Reconciliation,High
TK110910,ACC103594,2026-06-15,Webhook events stopped firing after we rotated our API keys. Not urgent but it keeps recurring. Second time reporting this.,API/Integration,Medium
TK110911,ACC103595,2026-04-21,"Reconciliation break between our ledger and your settlement report for 21/07. High priority, please escalate.",Reconciliation,High
TK110912,ACC103595,2026-06-02,Settlement instruction was rejected with no clear reason. Disrupting our workflow but we have a workaround.,Settlement,Medium
TK110913,ACC103596,2026-05-15,Query performance has degraded badly this week. Not urgent but it keeps recurring. Happy to jump on a call.,Performance,Medium
TK110914,ACC103596,2026-07-10,"MFA lockout is blocking half our desk this morning. Moderate impact, we'd like this fixed soon. Please advise urgently.",Access/Permissions,Medium
TK110915,ACC103596,2026-06-11,"MFA lockout is blocking half our desk this morning. High priority, please escalate. Happy to jump on a call.",Access/Permissions,High
TK110916,ACC103597,2026-05-06,FX rates in the app don't match our custodian's rates. This is seriously impacting our desk today. Happy to jump on a call.,Data Accuracy,High
TK110917,ACC103597,2026-05-27,The dashboard takes over 30 seconds to load during market open. Disrupting our workflow but we have a workaround. Any update would help.,Performance,Medium
TK110918,ACC103597,2026-05-01,"Onboarding docs don't match the current UI, we're stuck at SSO setup. No rush on this one.",Onboarding,Low
TK110919,ACC103597,2026-07-07,Settlement instruction was rejected with no clear reason. It's affecting multiple users right now. Any update would help.,Settlement,High
TK110920,ACC103598,2026-06-21,"This month's invoice double-charged us for seats we removed. Minor issue, low priority. Second time reporting this.",Billing,Low
TK110921,ACC103598,2026-06-18,The daily P&L export is missing columns since the last release. It's affecting multiple users right now. This is impacting our team.,Reporting,High
TK110922,ACC103598,2026-07-09,"Query performance has degraded badly this week. Moderate impact, we'd like this fixed soon. Happy to jump on a call.",Performance,Medium
TK110923,ACC103598,2026-04-27,Reconciliation break between our ledger and your settlement report for 09/10. Not urgent but it keeps recurring. Happy to jump on a call.,Reconciliation,Medium
TK110924,ACC103598,2026-07-08,"Position quantities are wrong after the corporate action. Moderate impact, we'd like this fixed soon. Please advise urgently.",Data Accuracy,Medium
TK110925,ACC103598,2026-04-17,"Exported report totals don't tie out to the dashboard figures. High priority, please escalate.",Reporting,High
TK110926,ACC103599,2026-05-20,New user setup is confusing — we can't complete account configuration. Production is down for us — critical impact. Please advise urgently.,Onboarding,Critical
TK110927,ACC103599,2026-06-16,Reconciliation break between our ledger and your settlement report for 10/05. Not urgent but it keeps recurring. This is impacting our team.,Reconciliation,Medium
TK110928,ACC103600,2026-05-07,Can't schedule the regulatory report — it times out on generation. It's affecting multiple users right now. Happy to jump on a call.,Reporting,High
TK110929,ACC103600,2026-04-28,Admin role can't grant entitlements after the latest update. This is blocking all trading and needs an urgent fix. Any update would help.,Access/Permissions,Critical
TK110930,ACC103600,2026-06-24,"Query performance has degraded badly this week. High priority, please escalate. Second time reporting this.",Performance,High
TK110931,ACC103600,2026-06-07,"New user setup is confusing — we can't complete account configuration. Moderate impact, we'd like this fixed soon. Any update would help.",Onboarding,Medium
TK110932,ACC103600,2026-04-20,We were charged for overages we don't understand. Disrupting our workflow but we have a workaround. This is impacting our team.,Billing,Medium
TK110933,ACC103600,2026-07-07,Position quantities are wrong after the corporate action. Disrupting our workflow but we have a workaround. Any update would help.,Data Accuracy,Medium
TK110934,ACC103600,2026-06-10,"Settlement instruction was rejected with no clear reason. High priority, please escalate.",Settlement,High
TK110935,ACC103600,2026-06-05,Webhook events stopped firing after we rotated our API keys. This is seriously impacting our desk today. This is impacting our team.,API/Integration,High
TK110936,ACC103601,2026-07-13,Position quantities are wrong after the corporate action. This is blocking all trading and needs an urgent fix. Any update would help.,Data Accuracy,Critical
TK110937,ACC103601,2026-04-17,MFA lockout is blocking half our desk this morning. This is blocking all trading and needs an urgent fix. This is impacting our team.,Access/Permissions,Critical
TK110938,ACC103602,2026-04-26,Position quantities are wrong after the corporate action. This is seriously impacting our desk today. This is impacting our team.,Data Accuracy,High
TK110939,ACC103603,2026-07-02,New user setup is confusing — we can't complete account configuration. It's affecting multiple users right now. Any update would help.,Onboarding,High
TK110940,ACC103603,2026-05-18,MFA lockout is blocking half our desk this morning. This is blocking all trading and needs an urgent fix. This is impacting our team.,Access/Permissions,Critical
TK110941,ACC103603,2026-05-11,FX rates in the app don't match our custodian's rates. This is blocking all trading and needs an urgent fix.,Data Accuracy,Critical
TK110942,ACC103603,2026-06-04,"The REST API rate limit is blocking our overnight batch sync. Minor issue, low priority. Happy to jump on a call.",API/Integration,Low
TK110943,ACC103604,2026-06-24,Reconciliation break between our ledger and your settlement report for 05/07. It's affecting multiple users right now. Please advise urgently.,Reconciliation,High
TK110944,ACC103604,2026-06-22,The new layout hides the export button — very hard to find. Just a nice-to-have improvement. Second time reporting this.,UI/Usability,Low
TK110945,ACC103605,2026-04-28,Position quantities are wrong after the corporate action. We cannot operate until this is resolved. Second time reporting this.,Data Accuracy,Critical
TK110946,ACC103605,2026-05-30,Trade TRD61106 failed to settle and is stuck in pending status. Production is down for us — critical impact. Happy to jump on a call.,Settlement,Critical
TK110947,ACC103605,2026-05-03,Recon job flagged 37 unmatched trades again this morning. No rush on this one. This is impacting our team.,Reconciliation,Low
TK110948,ACC103606,2026-07-05,Position quantities are wrong after the corporate action. We cannot operate until this is resolved. Any update would help.,Data Accuracy,Critical
TK110949,ACC103606,2026-05-12,"Onboarding docs don't match the current UI, we're stuck at SSO setup. Not urgent but it keeps recurring. Happy to jump on a call.",Onboarding,Medium
TK110950,ACC103606,2026-04-18,The REST API rate limit is blocking our overnight batch sync. It's affecting multiple users right now. Any update would help.,API/Integration,High
TK110951,ACC103606,2026-06-02,Settlement instruction was rejected with no clear reason. We cannot operate until this is resolved.,Settlement,Critical
TK110952,ACC103606,2026-04-22,Admin role can't grant entitlements after the latest update. Production is down for us — critical impact. Any update would help.,Access/Permissions,Critical
TK110953,ACC103606,2026-07-07,Billing shows Enterprise tier but we're on Growth. Not urgent but it keeps recurring.,Billing,Medium
TK110954,ACC103606,2026-07-03,"The dashboard takes over 30 seconds to load during market open. High priority, please escalate. Any update would help.",Performance,High
TK110955,ACC103606,2026-05-16,This month's invoice double-charged us for seats we removed. Just a nice-to-have improvement. Please advise urgently.,Billing,Low
TK110956,ACC103607,2026-05-27,Latency spikes make the blotter unusable at peak hours. It's affecting multiple users right now. This is impacting our team.,Performance,High
TK110957,ACC103607,2026-07-08,MFA lockout is blocking half our desk this morning. Production is down for us — critical impact. Any update would help.,Access/Permissions,Critical
TK110958,ACC103607,2026-07-01,Admin role can't grant entitlements after the latest update. Disrupting our workflow but we have a workaround. Second time reporting this.,Access/Permissions,Medium
TK110959,ACC103609,2026-04-18,End-of-day balances don't match after recon — we're off by $169k. We cannot operate until this is resolved.,Reconciliation,Critical
TK110960,ACC103609,2026-05-06,New user setup is confusing — we can't complete account configuration. No rush on this one. Any update would help.,Onboarding,Low
TK110961,ACC103609,2026-06-17,"Onboarding docs don't match the current UI, we're stuck at SSO setup. Not urgent but it keeps recurring. Any update would help.",Onboarding,Medium
TK110962,ACC103609,2026-05-16,Recon job flagged 35 unmatched trades again this morning. This is seriously impacting our desk today.,Reconciliation,High
TK110963,ACC103609,2026-06-09,"Latency spikes make the blotter unusable at peak hours. Moderate impact, we'd like this fixed soon. Any update would help.",Performance,Medium
TK110964,ACC103610,2026-07-04,"The daily P&L export is missing columns since the last release. Moderate impact, we'd like this fixed soon. Happy to jump on a call.",Reporting,Medium
TK110965,ACC103610,2026-05-04,The REST API rate limit is blocking our overnight batch sync. No rush on this one. Happy to jump on a call.,API/Integration,Low
TK110966,ACC103610,2026-06-04,"Exported report totals don't tie out to the dashboard figures. Moderate impact, we'd like this fixed soon. Second time reporting this.",Reporting,Medium
TK110967,ACC103611,2026-06-09,Recon job flagged 7 unmatched trades again this morning. It's affecting multiple users right now. Please advise urgently.,Reconciliation,High
TK110968,ACC103611,2026-06-19,Recon job flagged 20 unmatched trades again this morning. Not urgent but it keeps recurring.,Reconciliation,Medium
TK110969,ACC103612,2026-04-25,Position quantities are wrong after the corporate action. This is seriously impacting our desk today. Happy to jump on a call.,Data Accuracy,High
TK110970,ACC103612,2026-05-19,"Filters reset every time we change tabs, it's frustrating. This is seriously impacting our desk today. Any update would help.",UI/Usability,High
TK110971,ACC103612,2026-05-14,Exported report totals don't tie out to the dashboard figures. Not urgent but it keeps recurring. Any update would help.,Reporting,Medium
TK110972,ACC103612,2026-04-21,"Position quantities are wrong after the corporate action. Minor issue, low priority.",Data Accuracy,Low
TK110973,ACC103612,2026-05-20,End-of-day balances don't match after recon — we're off by $545k. It's affecting multiple users right now.,Reconciliation,High
TK110974,ACC103613,2026-05-21,"This month's invoice double-charged us for seats we removed. Moderate impact, we'd like this fixed soon. Happy to jump on a call.",Billing,Medium
TK110975,ACC103614,2026-05-31,The REST API rate limit is blocking our overnight batch sync. We cannot operate until this is resolved. Second time reporting this.,API/Integration,Critical
TK110976,ACC103614,2026-06-20,New user setup is confusing — we can't complete account configuration. Disrupting our workflow but we have a workaround. Please advise urgently.,Onboarding,Medium
TK110977,ACC103614,2026-06-07,Latency spikes make the blotter unusable at peak hours. Not urgent but it keeps recurring. Happy to jump on a call.,Performance,Medium
TK110978,ACC103614,2026-05-02,Trade TRD76673 failed to settle and is stuck in pending status. This is seriously impacting our desk today.,Settlement,High
TK110979,ACC103615,2026-04-24,"Billing shows Enterprise tier but we're on Growth. Minor issue, low priority. Any update would help.",Billing,Low
TK110980,ACC103615,2026-05-28,Settlement instruction was rejected with no clear reason. It's affecting multiple users right now. This is impacting our team.,Settlement,High
TK110981,ACC103616,2026-05-01,The REST API rate limit is blocking our overnight batch sync. It's affecting multiple users right now.,API/Integration,High
TK110982,ACC103616,2026-05-21,"Several settlements missed the cutoff window yesterday. High priority, please escalate. This is impacting our team.",Settlement,High
TK110983,ACC103616,2026-04-29,"MFA lockout is blocking half our desk this morning. Moderate impact, we'd like this fixed soon. Happy to jump on a call.",Access/Permissions,Medium
TK110984,ACC103616,2026-07-10,"Data migration during onboarding dropped several historical trades. Moderate impact, we'd like this fixed soon.",Onboarding,Medium
TK110985,ACC103617,2026-04-27,"Recon job flagged 31 unmatched trades again this morning. High priority, please escalate. Second time reporting this.",Reconciliation,High
TK110986,ACC103617,2026-06-25,End-of-day balances don't match after recon — we're off by $527k. It's affecting multiple users right now.,Reconciliation,High
TK110987,ACC103618,2026-07-07,"This month's invoice double-charged us for seats we removed. Minor issue, low priority.",Billing,Low
TK110988,ACC103618,2026-07-08,"Filters reset every time we change tabs, it's frustrating. Not urgent but it keeps recurring. This is impacting our team.",UI/Usability,Medium
TK110989,ACC103618,2026-06-25,Can't schedule the regulatory report — it times out on generation. Not urgent but it keeps recurring. This is impacting our team.,Reporting,Medium
TK110990,ACC103619,2026-06-06,Can't schedule the regulatory report — it times out on generation. No rush on this one. Please advise urgently.,Reporting,Low
TK110991,ACC103619,2026-06-11,A user can see accounts they shouldn't have permission to view. We cannot operate until this is resolved.,Access/Permissions,Critical
TK110992,ACC103619,2026-05-28,Our API integration returns 500 errors on the positions endpoint. This is blocking all trading and needs an urgent fix.,API/Integration,Critical
TK110993,ACC103619,2026-05-25,"The REST API rate limit is blocking our overnight batch sync. Minor issue, low priority. Second time reporting this.",API/Integration,Low
TK110994,ACC103620,2026-06-29,A user can see accounts they shouldn't have permission to view. Disrupting our workflow but we have a workaround. Second time reporting this.,Access/Permissions,Medium
TK110995,ACC103620,2026-07-04,Settlement instruction was rejected with no clear reason. Production is down for us — critical impact.,Settlement,Critical
TK110996,ACC103622,2026-07-05,Recon job flagged 9 unmatched trades again this morning. This is seriously impacting our desk today. This is impacting our team.,Reconciliation,High
TK110997,ACC103622,2026-05-09,Position quantities are wrong after the corporate action. It's affecting multiple users right now.,Data Accuracy,High
TK110998,ACC103623,2026-06-23,Reconciliation break between our ledger and your settlement report for 16/09. Not urgent but it keeps recurring. Any update would help.,Reconciliation,Medium
TK110999,ACC103623,2026-06-30,Exported report totals don't tie out to the dashboard figures. Just a nice-to-have improvement. This is impacting our team.,Reporting,Low
TK111000,ACC103623,2026-07-15,New user setup is confusing — we can't complete account configuration. Not urgent but it keeps recurring. This is impacting our team.,Onboarding,Medium
TK111001,ACC103623,2026-06-12,"Admin role can't grant entitlements after the latest update. Moderate impact, we'd like this fixed soon. This is impacting our team.",Access/Permissions,Medium
TK111002,ACC103624,2026-07-12,Our API integration returns 500 errors on the positions endpoint. Not urgent but it keeps recurring.,API/Integration,Medium
TK111003,ACC103625,2026-07-12,We were charged for overages we don't understand. It's affecting multiple users right now. Happy to jump on a call.,Billing,High
TK111004,ACC103625,2026-06-30,Can't schedule the regulatory report — it times out on generation. No rush on this one. Any update would help.,Reporting,Low
TK111005,ACC103625,2026-05-03,Admin role can't grant entitlements after the latest update. We cannot operate until this is resolved. Happy to jump on a call.,Access/Permissions,Critical
TK111006,ACC103625,2026-06-30,"End-of-day balances don't match after recon — we're off by $874k. High priority, please escalate.",Reconciliation,High
TK111007,ACC103625,2026-07-01,This month's invoice double-charged us for seats we removed. Disrupting our workflow but we have a workaround.,Billing,Medium
TK111008,ACC103625,2026-04-23,End-of-day balances don't match after recon — we're off by $835k. It's affecting multiple users right now. Happy to jump on a call.,Reconciliation,High
TK111009,ACC103626,2026-04-26,Webhook events stopped firing after we rotated our API keys. This is seriously impacting our desk today. Any update would help.,API/Integration,High
TK111010,ACC103627,2026-05-25,Position quantities are wrong after the corporate action. Not urgent but it keeps recurring.,Data Accuracy,Medium
TK111011,ACC103627,2026-07-14,"Can't schedule the regulatory report — it times out on generation. High priority, please escalate.",Reporting,High
TK111012,ACC103628,2026-06-15,Latency spikes make the blotter unusable at peak hours. Not urgent but it keeps recurring. Happy to jump on a call.,Performance,Medium
TK111013,ACC103628,2026-04-20,Several settlements missed the cutoff window yesterday. This is blocking all trading and needs an urgent fix. Any update would help.,Settlement,Critical
TK111014,ACC103628,2026-05-23,Admin role can't grant entitlements after the latest update. This is blocking all trading and needs an urgent fix. Happy to jump on a call.,Access/Permissions,Critical
